eventtype,tick,timestamp_us,taskid,queue_handle,block_time,new_tick,name
traceQUEUE_SEND,2035,2063044,3ffbd2a0,3ffb68d4,,,trace_lg
traceTASK_INCREMENT_TICK,2035,2063546,,,,2036,-
traceTASK_INCREMENT_TICK,2036,2064546,,,,2037,-
traceTASK_INCREMENT_TICK,2037,2065546,,,,2038,-
traceQUEUE_SEND,2038,2065727,3ffbd2a0,3ffbd6cc,,,trace_lg
traceQUEUE_SEND,2038,2065735,3ffbd2a0,3ffb68d4,,,trace_lg
traceTASK_INCREMENT_TICK,2038,2066546,,,,2039,-
traceTASK_INCREMENT_TICK,2039,2067546,,,,2040,-
traceTASK_INCREMENT_TICK,2040,2068546,,,,2041,-
traceTASK_INCREMENT_TICK,2041,2069546,,,,2042,-
traceQUEUE_SEND,2042,2070241,3ffbd2a0,3ffbd6cc,,,trace_lg
traceQUEUE_SEND,2042,2070248,3ffbd2a0,3ffb68d4,,,trace_lg
traceTASK_INCREMENT_TICK,2042,2070546,,,,2043,-
traceTASK_INCREMENT_TICK,2043,2071546,,,,2044,-
traceTASK_INCREMENT_TICK,2044,2072546,,,,2045,-
traceTASK_INCREMENT_TICK,2045,2073546,,,,2046,-
traceTASK_INCREMENT_TICK,2046,2074546,,,,2047,-
traceQUEUE_SEND,2047,2074755,3ffbd2a0,3ffbd6cc,,,trace_lg
traceQUEUE_SEND,2047,2074762,3ffbd2a0,3ffb68d4,,,trace_lg
traceTASK_INCREMENT_TICK,2047,2075546,,,,2048,-
traceTASK_INCREMENT_TICK,2048,2076546,,,,2049,-
traceQUEUE_SEND,2049,2077446,3ffbd2a0,3ffbd6cc,,,trace_lg
traceQUEUE_SEND,2049,2077453,3ffbd2a0,3ffb68d4,,,trace_lg
traceTASK_INCREMENT_TICK,2049,2077546,,,,2050,-
traceTASK_INCREMENT_TICK,2050,2078546,,,,2051,-
traceTASK_INCREMENT_TICK,2051,2079546,,,,2052,-
traceQUEUE_SEND,2052,2080137,3ffbd2a0,3ffbd6cc,,,trace_lg
traceQUEUE_SEND,2052,2080144,3ffbd2a0,3ffb68d4,,,trace_lg
traceTASK_INCREMENT_TICK,2052,2080546,,,,2053,-
traceTASK_INCREMENT_TICK,2053,2081546,,,,2054,-
traceTASK_INCREMENT_TICK,2054,2082546,,,,2055,-
traceQUEUE_SEND,2055,2082828,3ffbd2a0,3ffbd6cc,,,trace_lg
traceQUEUE_SEND,2055,2082835,3ffbd2a0,3ffb68d4,,,trace_lg
traceTASK_INCREMENT_TICK,2055,2083546,,,,2056,-
traceTASK_INCREMENT_TICK,2056,2084546,,,,2057,-
traceQUEUE_SEND,2057,2085519,3ffbd2a0,3ffbd6cc,,,trace_lg
traceQUEUE_SEND,2057,2085526,3ffbd2a0,3ffb68d4,,,trace_lg
traceTASK_INCREMENT_TICK,2057,2085546,,,,2058,-
traceTASK_INCREMENT_TICK,2058,2086546,,,,2059,-
traceTASK_INCREMENT_TICK,2059,2087546,,,,2060,-
traceTASK_INCREMENT_TICK,2060,2088546,,,,2061,-
traceTASK_INCREMENT_TICK,2061,2089546,,,,2062,-
traceQUEUE_SEND,2062,2090033,3ffbd2a0,3ffbd6cc,,,trace_lg
traceQUEUE_SEND,2062,2090040,3ffbd2a0,3ffb68d4,,,trace_lg
traceTASK_INCREMENT_TICK,2062,2090546,,,,2063,-
traceTASK_INCREMENT_TICK,2063,2091546,,,,2064,-
traceTASK_INCREMENT_TICK,2064,2092546,,,,2065,-
traceTASK_INCREMENT_TICK,2065,2093546,,,,2066,-
traceTASK_INCREMENT_TICK,2066,2094546,,,,2067,-
traceQUEUE_SEND,2067,2094551,3ffbd2a0,3ffbd6cc,,,trace_lg
traceQUEUE_SEND,2067,2094559,3ffbd2a0,3ffb68d4,,,trace_lg
traceTASK_INCREMENT_TICK,2067,2095546,,,,2068,-
traceTASK_INCREMENT_TICK,2068,2096546,,,,2069,-
traceQUEUE_SEND,2069,2097237,3ffbd2a0,3ffbd6cc,,,trace_lg
traceQUEUE_SEND,2069,2097245,3ffbd2a0,3ffb68d4,,,trace_lg
traceTASK_INCREMENT_TICK,2069,2097546,,,,2070,-
traceTASK_INCREMENT_TICK,2070,2098546,,,,2071,-
traceTASK_INCREMENT_TICK,2071,2099546,,,,2072,-
traceQUEUE_SEND,2072,2099928,3ffbd2a0,3ffbd6cc,,,trace_lg
traceQUEUE_SEND,2072,2099936,3ffbd2a0,3ffb68d4,,,trace_lg
traceTASK_INCREMENT_TICK,2072,2100546,,,,2073,-
traceTASK_INCREMENT_TICK,2073,2101546,,,,2074,-
traceTASK_INCREMENT_TICK,2074,2102546,,,,2075,-
traceQUEUE_SEND,2075,2102620,3ffbd2a0,3ffbd6cc,,,trace_lg
traceQUEUE_SEND,2075,2102627,3ffbd2a0,3ffb68d4,,,trace_lg
traceTASK_INCREMENT_TICK,2075,2103546,,,,2076,-
traceTASK_INCREMENT_TICK,2076,2104546,,,,2077,-
traceQUEUE_SEND,2077,2105310,3ffbd2a0,3ffbd6cc,,,trace_lg
traceQUEUE_SEND,2077,2105318,3ffbd2a0,3ffb68d4,,,trace_lg
traceTASK_INCREMENT_TICK,2077,2105546,,,,2078,-
traceTASK_INCREMENT_TICK,2078,2106546,,,,2079,-
traceTASK_INCREMENT_TICK,2079,2107546,,,,2080,-
traceQUEUE_SEND,2080,2108001,3ffbd2a0,3ffbd6cc,,,trace_lg
traceQUEUE_SEND,2080,2108009,3ffbd2a0,3ffb68d4,,,trace_lg
traceQUEUE_SEND,2373,2401408,3ffbd2a0,3ffb68d4,,,trace_lg
traceTASK_INCREMENT_TICK,2373,2401546,,,,2374,-
traceTASK_INCREMENT_TICK,2374,2402546,,,,2375,-
traceTASK_INCREMENT_TICK,2375,2403546,,,,2376,-
traceTASK_INCREMENT_TICK,2376,2404546,,,,2377,-
traceTASK_INCREMENT_TICK,2377,2405546,,,,2378,-
traceQUEUE_SEND,2378,2405915,3ffbd2a0,3ffbd6cc,,,trace_lg
traceQUEUE_SEND,2378,2405922,3ffbd2a0,3ffb68d4,,,trace_lg
traceTASK_INCREMENT_TICK,2378,2406546,,,,2379,-
traceTASK_INCREMENT_TICK,2379,2407546,,,,2380,-
traceTASK_INCREMENT_TICK,2380,2408546,,,,2381,-
traceQUEUE_SEND,2381,2408606,3ffbd2a0,3ffbd6cc,,,trace_lg
traceQUEUE_SEND,2381,2408613,3ffbd2a0,3ffb68d4,,,trace_lg
traceTASK_INCREMENT_TICK,2381,2409546,,,,2382,-
traceTASK_INCREMENT_TICK,2382,2410546,,,,2383,-
traceQUEUE_SEND,2383,2411297,3ffbd2a0,3ffbd6cc,,,trace_lg
traceQUEUE_SEND,2383,2411304,3ffbd2a0,3ffb68d4,,,trace_lg
traceTASK_INCREMENT_TICK,2383,2411546,,,,2384,-
traceTASK_INCREMENT_TICK,2384,2412546,,,,2385,-
traceTASK_INCREMENT_TICK,2385,2413546,,,,2386,-
traceQUEUE_SEND,2386,2413988,3ffbd2a0,3ffbd6cc,,,trace_lg
traceQUEUE_SEND,2386,2413995,3ffbd2a0,3ffb68d4,,,trace_lg
traceTASK_INCREMENT_TICK,2386,2414546,,,,2387,-
traceTASK_INCREMENT_TICK,2387,2415546,,,,2388,-
traceTASK_INCREMENT_TICK,2388,2416546,,,,2389,-
traceQUEUE_SEND,2389,2416679,3ffbd2a0,3ffbd6cc,,,trace_lg
traceQUEUE_SEND,2389,2416686,3ffbd2a0,3ffb68d4,,,trace_lg
traceTASK_INCREMENT_TICK,2389,2417546,,,,2390,-
traceTASK_INCREMENT_TICK,2390,2418546,,,,2391,-
traceQUEUE_SEND,2391,2419370,3ffbd2a0,3ffbd6cc,,,trace_lg
traceQUEUE_SEND,2391,2419377,3ffbd2a0,3ffb68d4,,,trace_lg
traceTASK_INCREMENT_TICK,2391,2419546,,,,2392,-
traceTASK_INCREMENT_TICK,2392,2420546,,,,2393,-
traceTASK_INCREMENT_TICK,2393,2421546,,,,2394,-
traceTASK_INCREMENT_TICK,2394,2422546,,,,2395,-
traceTASK_INCREMENT_TICK,2395,2423546,,,,2396,-
traceQUEUE_SEND,2396,2423884,3ffbd2a0,3ffbd6cc,,,trace_lg
traceQUEUE_SEND,2396,2423891,3ffbd2a0,3ffb68d4,,,trace_lg
traceTASK_INCREMENT_TICK,2396,2424546,,,,2397,-
traceTASK_INCREMENT_TICK,2397,2425546,,,,2398,-
traceTASK_INCREMENT_TICK,2398,2426546,,,,2399,-
traceTASK_INCREMENT_TICK,2399,2427546,,,,2400,-
traceQUEUE_SEND,2400,2428397,3ffbd2a0,3ffbd6cc,,,trace_lg
traceQUEUE_SEND,2400,2428405,3ffbd2a0,3ffb68d4,,,trace_lg
traceTASK_INCREMENT_TICK,2400,2428546,,,,2401,-
traceTASK_INCREMENT_TICK,2401,2429546,,,,2402,-
traceTASK_INCREMENT_TICK,2402,2430546,,,,2403,-
traceQUEUE_SEND,2403,2431088,3ffbd2a0,3ffbd6cc,,,trace_lg
traceQUEUE_SEND,2403,2431096,3ffbd2a0,3ffb68d4,,,trace_lg
traceTASK_INCREMENT_TICK,2403,2431546,,,,2404,-
traceTASK_SWITCHED_OUT,2404,2431551,3ffbd2a0,,,,trace_lg
traceTASK_SWITCHED_IN,2404,2431553,3ffbad08,,,,reciever
traceQUEUE_RECEIVE,2404,2431557,3ffbad08,3ffbd72c,4294967295,,reciever
traceTASK_DELAY_UNTIL,2404,2431560,3ffbad08,,,2504,reciever
traceTASK_SWITCHED_OUT,2404,2431568,3ffbad08,,,,reciever
traceTASK_SWITCHED_IN,2404,2431571,3ffbd2a0,,,,trace_lg
traceTASK_INCREMENT_TICK,2404,2432546,,,,2405,-
traceTASK_INCREMENT_TICK,2405,2433546,,,,2406,-
traceQUEUE_SEND,2406,2433779,3ffbd2a0,3ffbd6cc,,,trace_lg
traceQUEUE_SEND,2406,2433787,3ffbd2a0,3ffb68d4,,,trace_lg
traceTASK_INCREMENT_TICK,2406,2434546,,,,2407,-
traceTASK_INCREMENT_TICK,2407,2435546,,,,2408,-
traceQUEUE_SEND,2408,2436470,3ffbd2a0,3ffbd6cc,,,trace_lg
traceQUEUE_SEND,2408,2436477,3ffbd2a0,3ffb68d4,,,trace_lg
traceTASK_INCREMENT_TICK,2408,2436546,,,,2409,-
traceTASK_SWITCHED_OUT,2409,2436552,3ffbd2a0,,,,trace_lg
traceTASK_SWITCHED_IN,2409,2436624,3ffbd2a0,,,,trace_lg
traceTASK_INCREMENT_TICK,2409,2437546,,,,2410,-
traceTASK_INCREMENT_TICK,2410,2438546,,,,2411,-
traceTASK_INCREMENT_TICK,2411,2439546,,,,2412,-
traceTASK_INCREMENT_TICK,2412,2440546,,,,2413,-
traceTASK_SWITCHED_OUT,2413,2440550,3ffbd2a0,,,,trace_lg
traceTASK_SWITCHED_IN,2413,2440587,3ffbd2a0,,,,trace_lg
traceQUEUE_SEND,2413,2440984,3ffbd2a0,3ffbd6cc,,,trace_lg
traceQUEUE_SEND,2413,2440991,3ffbd2a0,3ffb68d4,,,trace_lg
traceTASK_INCREMENT_TICK,2413,2441546,,,,2414,-
traceTASK_INCREMENT_TICK,2414,2442546,,,,2415,-
traceTASK_INCREMENT_TICK,2415,2443546,,,,2416,-
traceTASK_INCREMENT_TICK,2416,2444546,,,,2417,-
traceQUEUE_SEND,2417,2445498,3ffbd2a0,3ffbd6cc,,,trace_lg
traceQUEUE_SEND,2417,2445505,3ffbd2a0,3ffb68d4,,,trace_lg
traceTASK_INCREMENT_TICK,2417,2445546,,,,2418,-
traceTASK_INCREMENT_TICK,2418,2446546,,,,2419,-
traceTASK_INCREMENT_TICK,2419,2447546,,,,2420,-
traceQUEUE_SEND,2420,2448189,3ffbd2a0,3ffbd6cc,,,trace_lg
traceQUEUE_SEND,2420,2448196,3ffbd2a0,3ffb68d4,,,trace_lg
traceTASK_INCREMENT_TICK,2718,2746546,,,,2719,-
traceTASK_INCREMENT_TICK,2719,2747546,,,,2720,-
traceQUEUE_SEND,2720,2747925,3ffbd2a0,3ffbd6cc,,,trace_lg
traceQUEUE_SEND,2720,2747933,3ffbd2a0,3ffb68d4,,,trace_lg
traceTASK_INCREMENT_TICK,2720,2748546,,,,2721,-
traceTASK_INCREMENT_TICK,2721,2749546,,,,2722,-
traceTASK_INCREMENT_TICK,2722,2750546,,,,2723,-
traceQUEUE_SEND,2723,2750617,3ffbd2a0,3ffbd6cc,,,trace_lg
traceQUEUE_SEND,2723,2750624,3ffbd2a0,3ffb68d4,,,trace_lg
traceTASK_INCREMENT_TICK,2723,2751546,,,,2724,-
traceTASK_INCREMENT_TICK,2724,2752546,,,,2725,-
traceQUEUE_SEND,2725,2753307,3ffbd2a0,3ffbd6cc,,,trace_lg
traceQUEUE_SEND,2725,2753315,3ffbd2a0,3ffb68d4,,,trace_lg
traceTASK_INCREMENT_TICK,2725,2753546,,,,2726,-
traceTASK_INCREMENT_TICK,2726,2754546,,,,2727,-
traceTASK_INCREMENT_TICK,2727,2755546,,,,2728,-
traceTASK_INCREMENT_TICK,2728,2756546,,,,2729,-
traceTASK_INCREMENT_TICK,2729,2757546,,,,2730,-
traceQUEUE_SEND,2730,2757821,3ffbd2a0,3ffbd6cc,,,trace_lg
traceQUEUE_SEND,2730,2757829,3ffbd2a0,3ffb68d4,,,trace_lg
traceTASK_INCREMENT_TICK,2730,2758546,,,,2731,-
traceTASK_INCREMENT_TICK,2731,2759546,,,,2732,-
traceTASK_INCREMENT_TICK,2732,2760546,,,,2733,-
traceTASK_INCREMENT_TICK,2733,2761546,,,,2734,-
traceQUEUE_SEND,2734,2762335,3ffbd2a0,3ffbd6cc,,,trace_lg
traceQUEUE_SEND,2734,2762342,3ffbd2a0,3ffb68d4,,,trace_lg
traceTASK_INCREMENT_TICK,2734,2762546,,,,2735,-
traceTASK_INCREMENT_TICK,2735,2763546,,,,2736,-
traceTASK_INCREMENT_TICK,2736,2764546,,,,2737,-
traceQUEUE_SEND,2737,2765026,3ffbd2a0,3ffbd6cc,,,trace_lg
traceQUEUE_SEND,2737,2765033,3ffbd2a0,3ffb68d4,,,trace_lg
traceTASK_INCREMENT_TICK,2737,2765546,,,,2738,-
traceTASK_INCREMENT_TICK,2738,2766546,,,,2739,-
traceTASK_INCREMENT_TICK,2739,2767546,,,,2740,-
traceQUEUE_SEND,2740,2767717,3ffbd2a0,3ffbd6cc,,,trace_lg
traceQUEUE_SEND,2740,2767724,3ffbd2a0,3ffb68d4,,,trace_lg
traceTASK_INCREMENT_TICK,2740,2768546,,,,2741,-
traceTASK_INCREMENT_TICK,2741,2769546,,,,2742,-
traceQUEUE_SEND,2742,2770408,3ffbd2a0,3ffbd6cc,,,trace_lg
traceQUEUE_SEND,2742,2770415,3ffbd2a0,3ffb68d4,,,trace_lg
traceTASK_INCREMENT_TICK,2742,2770546,,,,2743,-
traceTASK_INCREMENT_TICK,2743,2771546,,,,2744,-
traceTASK_INCREMENT_TICK,2744,2772546,,,,2745,-
traceTASK_INCREMENT_TICK,2745,2773546,,,,2746,-
traceTASK_INCREMENT_TICK,2746,2774546,,,,2747,-
traceQUEUE_SEND,2747,2774922,3ffbd2a0,3ffbd6cc,,,trace_lg
traceQUEUE_SEND,2747,2774929,3ffbd2a0,3ffb68d4,,,trace_lg
traceTASK_INCREMENT_TICK,2747,2775546,,,,2748,-
traceTASK_INCREMENT_TICK,2748,2776546,,,,2749,-
traceTASK_INCREMENT_TICK,2749,2777546,,,,2750,-
traceTASK_INCREMENT_TICK,2750,2778546,,,,2751,-
traceQUEUE_SEND,2751,2779436,3ffbd2a0,3ffbd6cc,,,trace_lg
traceQUEUE_SEND,2751,2779443,3ffbd2a0,3ffb68d4,,,trace_lg
traceTASK_INCREMENT_TICK,2751,2779546,,,,2752,-
traceTASK_INCREMENT_TICK,2752,2780546,,,,2753,-
traceTASK_INCREMENT_TICK,2753,2781546,,,,2754,-
traceQUEUE_SEND,2754,2782127,3ffbd2a0,3ffbd6cc,,,trace_lg
traceQUEUE_SEND,2754,2782134,3ffbd2a0,3ffb68d4,,,trace_lg
traceTASK_INCREMENT_TICK,2754,2782546,,,,2755,-
traceTASK_INCREMENT_TICK,2755,2783546,,,,2756,-
traceTASK_INCREMENT_TICK,2756,2784546,,,,2757,-
traceQUEUE_SEND,2757,2784817,3ffbd2a0,3ffbd6cc,,,trace_lg
traceQUEUE_SEND,2757,2784825,3ffbd2a0,3ffb68d4,,,trace_lg
traceTASK_INCREMENT_TICK,2757,2785546,,,,2758,-
traceTASK_INCREMENT_TICK,2758,2786546,,,,2759,-
traceTASK_INCREMENT_TICK,2759,2787546,,,,2760,-
traceTASK_INCREMENT_TICK,2760,2788546,,,,2761,-
traceQUEUE_SEND,2761,2789331,3ffbd2a0,3ffbd6cc,,,trace_lg
traceQUEUE_SEND,2761,2789339,3ffbd2a0,3ffb68d4,,,trace_lg
traceTASK_INCREMENT_TICK,2761,2789546,,,,2762,-
traceTASK_INCREMENT_TICK,2762,2790546,,,,2763,-
traceTASK_INCREMENT_TICK,2763,2791546,,,,2764,-
traceTASK_INCREMENT_TICK,2764,2792546,,,,2765,-
traceTASK_INCREMENT_TICK,2765,2793546,,,,2766,-
traceQUEUE_SEND,2766,2793845,3ffbd2a0,3ffbd6cc,,,trace_lg
traceQUEUE_SEND,2766,2793852,3ffbd2a0,3ffb68d4,,,trace_lg
traceTASK_INCREMENT_TICK,2766,2794546,,,,2767,-
traceTASK_INCREMENT_TICK,2767,2795546,,,,2768,-
traceQUEUE_SEND,2768,2796536,3ffbd2a0,3ffbd6cc,,,trace_lg
traceQUEUE_SEND,2768,2796543,3ffbd2a0,3ffb68d4,,,trace_lg
traceTASK_INCREMENT_TICK,2768,2796549,,,,2769,-
traceTASK_INCREMENT_TICK,2769,2797546,,,,2770,-
traceTASK_INCREMENT_TICK,2770,2798546,,,,2771,-
traceQUEUE_SEND,2771,2799227,3ffbd2a0,3ffbd6cc,,,trace_lg
traceQUEUE_SEND,2771,2799234,3ffbd2a0,3ffb68d4,,,trace_lg
traceTASK_INCREMENT_TICK,2771,2799546,,,,2772,-
traceTASK_INCREMENT_TICK,2772,2800546,,,,2773,-
traceTASK_INCREMENT_TICK,2773,2801546,,,,2774,-
traceQUEUE_SEND,2774,2801918,3ffbd2a0,3ffbd6cc,,,trace_lg
traceQUEUE_SEND,2774,2801925,3ffbd2a0,3ffb68d4,,,trace_lg
traceTASK_INCREMENT_TICK,2774,2802546,,,,2775,-
traceTASK_INCREMENT_TICK,2775,2803546,,,,2776,-
traceTASK_INCREMENT_TICK,2776,2804546,,,,2777,-
traceQUEUE_SEND,2777,2804609,3ffbd2a0,3ffbd6cc,,,trace_lg
traceQUEUE_SEND,2777,2804616,3ffbd2a0,3ffb68d4,,,trace_lg
traceTASK_INCREMENT_TICK,2777,2805546,,,,2778,-
traceTASK_INCREMENT_TICK,2778,2806546,,,,2779,-
traceQUEUE_SEND,2779,2807300,3ffbd2a0,3ffbd6cc,,,trace_lg
traceQUEUE_SEND,2779,2807307,3ffbd2a0,3ffb68d4,,,trace_lg
traceTASK_INCREMENT_TICK,2779,2807546,,,,2780,-
traceTASK_INCREMENT_TICK,2780,2808546,,,,2781,-
traceTASK_INCREMENT_TICK,2781,2809546,,,,2782,-
traceTASK_INCREMENT_TICK,2782,2810546,,,,2783,-
traceTASK_INCREMENT_TICK,2783,2811546,,,,2784,-
traceQUEUE_SEND,2784,2811814,3ffbd2a0,3ffbd6cc,,,trace_lg
traceTASK_INCREMENT_TICK,3073,3101546,,,,3074,-
traceQUEUE_SEND,3074,3101568,3ffbd2a0,3ffbd6cc,,,trace_lg
traceQUEUE_SEND,3074,3101575,3ffbd2a0,3ffb68d4,,,trace_lg
traceTASK_INCREMENT_TICK,3074,3102546,,,,3075,-
traceTASK_INCREMENT_TICK,3075,3103546,,,,3076,-
traceQUEUE_SEND,3076,3104259,3ffbd2a0,3ffbd6cc,,,trace_lg
traceQUEUE_SEND,3076,3104266,3ffbd2a0,3ffb68d4,,,trace_lg
traceTASK_INCREMENT_TICK,3076,3104546,,,,3077,-
traceTASK_INCREMENT_TICK,3077,3105546,,,,3078,-
traceTASK_INCREMENT_TICK,3078,3106546,,,,3079,-
traceTASK_INCREMENT_TICK,3079,3107546,,,,3080,-
traceTASK_INCREMENT_TICK,3080,3108546,,,,3081,-
traceQUEUE_SEND,3081,3108772,3ffbd2a0,3ffbd6cc,,,trace_lg
traceQUEUE_SEND,3081,3108780,3ffbd2a0,3ffb68d4,,,trace_lg
traceTASK_INCREMENT_TICK,3081,3109546,,,,3082,-
traceTASK_INCREMENT_TICK,3082,3110546,,,,3083,-
traceTASK_INCREMENT_TICK,3083,3111546,,,,3084,-
traceTASK_INCREMENT_TICK,3084,3112546,,,,3085,-
traceQUEUE_SEND,3085,3113286,3ffbd2a0,3ffbd6cc,,,trace_lg
traceQUEUE_SEND,3085,3113294,3ffbd2a0,3ffb68d4,,,trace_lg
traceTASK_INCREMENT_TICK,3085,3113546,,,,3086,-
traceTASK_INCREMENT_TICK,3086,3114546,,,,3087,-
traceTASK_INCREMENT_TICK,3087,3115546,,,,3088,-
traceQUEUE_SEND,3088,3115977,3ffbd2a0,3ffbd6cc,,,trace_lg
traceQUEUE_SEND,3088,3115985,3ffbd2a0,3ffb68d4,,,trace_lg
traceTASK_INCREMENT_TICK,3088,3116546,,,,3089,-
traceTASK_INCREMENT_TICK,3089,3117546,,,,3090,-
traceTASK_INCREMENT_TICK,3090,3118546,,,,3091,-
traceQUEUE_SEND,3091,3118668,3ffbd2a0,3ffbd6cc,,,trace_lg
traceQUEUE_SEND,3091,3118676,3ffbd2a0,3ffb68d4,,,trace_lg
traceTASK_INCREMENT_TICK,3091,3119546,,,,3092,-
traceTASK_INCREMENT_TICK,3092,3120546,,,,3093,-
traceTASK_INCREMENT_TICK,3093,3121546,,,,3094,-
traceTASK_INCREMENT_TICK,3094,3122546,,,,3095,-
traceQUEUE_SEND,3095,3123182,3ffbd2a0,3ffbd6cc,,,trace_lg
traceQUEUE_SEND,3095,3123189,3ffbd2a0,3ffb68d4,,,trace_lg
traceTASK_INCREMENT_TICK,3095,3123546,,,,3096,-
traceTASK_INCREMENT_TICK,3096,3124546,,,,3097,-
traceTASK_INCREMENT_TICK,3097,3125546,,,,3098,-
traceTASK_INCREMENT_TICK,3098,3126546,,,,3099,-
traceTASK_INCREMENT_TICK,3099,3127546,,,,3100,-
traceQUEUE_SEND,3100,3127696,3ffbd2a0,3ffbd6cc,,,trace_lg
traceQUEUE_SEND,3100,3127703,3ffbd2a0,3ffb68d4,,,trace_lg
traceTASK_INCREMENT_TICK,3100,3128546,,,,3101,-
traceTASK_INCREMENT_TICK,3101,3129546,,,,3102,-
traceQUEUE_SEND,3102,3130387,3ffbd2a0,3ffbd6cc,,,trace_lg
traceQUEUE_SEND,3102,3130394,3ffbd2a0,3ffb68d4,,,trace_lg
traceTASK_INCREMENT_TICK,3102,3130546,,,,3103,-
traceTASK_INCREMENT_TICK,3103,3131546,,,,3104,-
traceTASK_SWITCHED_OUT,3104,3131550,3ffbd2a0,,,,trace_lg
traceTASK_SWITCHED_IN,3104,3131553,3ffbad08,,,,reciever
traceQUEUE_RECEIVE,3104,3131557,3ffbad08,3ffbd72c,4294967295,,reciever
traceTASK_DELAY_UNTIL,3104,3131560,3ffbad08,,,3204,reciever
traceTASK_SWITCHED_OUT,3104,3131568,3ffbad08,,,,reciever
traceTASK_SWITCHED_IN,3104,3131571,3ffbd2a0,,,,trace_lg
traceTASK_INCREMENT_TICK,3104,3132546,,,,3105,-
traceQUEUE_SEND,3105,3133078,3ffbd2a0,3ffbd6cc,,,trace_lg
traceQUEUE_SEND,3105,3133085,3ffbd2a0,3ffb68d4,,,trace_lg
traceTASK_INCREMENT_TICK,3105,3133546,,,,3106,-
traceTASK_INCREMENT_TICK,3106,3134546,,,,3107,-
traceTASK_INCREMENT_TICK,3107,3135546,,,,3108,-
traceQUEUE_SEND,3108,3135769,3ffbd2a0,3ffbd6cc,,,trace_lg
traceQUEUE_SEND,3108,3135776,3ffbd2a0,3ffb68d4,,,trace_lg
traceTASK_INCREMENT_TICK,3108,3136546,,,,3109,-
traceTASK_INCREMENT_TICK,3109,3137546,,,,3110,-
traceQUEUE_SEND,3110,3138460,3ffbd2a0,3ffbd6cc,,,trace_lg
traceQUEUE_SEND,3110,3138467,3ffbd2a0,3ffb68d4,,,trace_lg
traceTASK_INCREMENT_TICK,3110,3138546,,,,3111,-
traceTASK_INCREMENT_TICK,3111,3139546,,,,3112,-
traceTASK_INCREMENT_TICK,3112,3140546,,,,3113,-
traceTASK_SWITCHED_OUT,3113,3140550,3ffbd2a0,,,,trace_lg
traceTASK_SWITCHED_IN,3113,3140588,3ffbd2a0,,,,trace_lg
traceQUEUE_SEND,3113,3141151,3ffbd2a0,3ffbd6cc,,,trace_lg
traceQUEUE_SEND,3113,3141158,3ffbd2a0,3ffb68d4,,,trace_lg
traceTASK_INCREMENT_TICK,3113,3141546,,,,3114,-
traceTASK_INCREMENT_TICK,3114,3142546,,,,3115,-
traceTASK_INCREMENT_TICK,3115,3143546,,,,3116,-
traceTASK_INCREMENT_TICK,3116,3144546,,,,3117,-
traceTASK_INCREMENT_TICK,3117,3145546,,,,3118,-
